Subject Code,Course Number,Name,Description,Dept Code,Dept Description
R M I,710,Risk Management,"The purpose of risk management is to minimize the adverse consequences of variability. Topics include the general philosophy of risk management, environmental factors affecting risk, options to manage risk, and decision processes to select among those options.",241,RISK MANAGEMENT AND INSURANCE
R M I,765,Contemporary Topics,None provided.,241,RISK MANAGEMENT AND INSURANCE
R M I,799,Reading and Research-Risk Management,Individual work suited to the needs of graduate students may be arranged both during regular sessions and the intersession periods.,241,RISK MANAGEMENT AND INSURANCE
R M I,820,Advanced Topics in Risk Management,"Examination of data collection and analysis methods for risk management decisions. Analysis of qualitative and quantitative data to support transfer, retention, and loss control decisions, including loss trending, and evaluation of regulatory controls.",241,RISK MANAGEMENT AND INSURANCE
R M I,875,Seminar-Risk Management and Insurance,Continuation of RMI 870.,241,RISK MANAGEMENT AND INSURANCE
R M I,920,"Seminar in Actuarial Science, Risk Management & Insurance I","Doctoral seminar in actuarial science, risk management and insurance with emphasis on developing an appreciation of existing literature and appropriate skills to conduct own scholarly work in the field.",241,RISK MANAGEMENT AND INSURANCE
R M I,930,"Seminar in Actuarial Science, Risk Management & Insurance II","Doctoral seminar in actuarial science, risk management and insurance, with emphasis on developing an appreciation of existing literature and appropriate skills to conduct own scholarly work in the field.",241,RISK MANAGEMENT AND INSURANCE
R M I,990,Risk & Insurance Independent Research PhD Thesis,Individual work to complete dissertation requirement of Ph.D. program.,241,RISK MANAGEMENT AND INSURANCE
R M I,999,Reading and Research-Risk Management and Insurance PhD,Individual work suited to the needs of Ph.D. students may be arranged both during the regular sessions and during the intersession periods.,241,RISK MANAGEMENT AND INSURANCE
RADIOL,619,Microscopy of Life,"Survey of state of the art microscopic, cellular and molecular imaging techniques, beginning with subcellular microscopy and finishing with whole animal imaging.",832,RADIOLOGY
RADIOL,699,Directed Study,Directed study projects as arranged with faculty member.,832,RADIOLOGY
RADIOL,711,Journal Club,Student Seminar and Journal club for second year students in the Medical Scientist Training Program.,832,RADIOLOGY
RADIOL,722,Clinical Anatomy and Radiology,"Anatomy and surgery of head and neck, body wall, cavities and pelvic outlet. Hands on experience in interpreting radiological cross-sectional images.",832,RADIOLOGY
RADIOL,813,Radiology Clerkship,"Introduction to principles and technology of diagnostic radiology. Emphasis on fundamental interpretation skills in chest, abdominal and bone films, and in cross-sectional anatomy. Discussions focused on appropriate, cost efficient radiologic workup and image guided surgery.",832,RADIOLOGY
RADIOL,902,MSTP Physician Scientist Preceptorship in Clinical & Translational Research,Six-week clinical and translational research preceptorship for students of the Medical Scientist (MD/PhD) Training Program (MSTP).,832,RADIOLOGY
RADIOL,910,Independent Reading and Research for Fourth Year Medical Students,None provided.,832,RADIOLOGY
RADIOL,920,Diagnostic Radiology Clerkship-CSC,None provided.,832,RADIOLOGY
RADIOL,923,Clinical Nuclear Medicine Clerkship-CSC/VAH,None provided.,832,RADIOLOGY
RADIOL,924,General Radiology Clerkship-St Lukes (Milwaukee),Clinical elective for fourth year medical students.,832,RADIOLOGY
REAL EST,306,The Real Estate Process,"Introductory survey course. Decision-making processes for the manufacture, marketing, management and financing of real estate space. Survey of institutional context, economics of urbanization, historical pattern and structure of city growth, and public policy issues regarding urban environment and business management.",239,REAL ESTATE AND URBAN LAND ECONOMICS
REAL EST,312,Real Estate Law,"The basic principles of real estate law related to ownership rights, negotiations, brokering, transfers, condominium law, financing, income tax law, real estate property taxation, bankruptcy law, construction and development contracts, and residential and commercial leases, including both office and retail leases, and an overview of international legal systems.",239,REAL ESTATE AND URBAN LAND ECONOMICS
REAL EST,365,Contemporary Topics,A course for the exploration of subject areas possibly to be introduced into the business curriculum.,239,REAL ESTATE AND URBAN LAND ECONOMICS
REAL EST,410,Real Estate Finance,"Fundamentals of real estate finance; sources of funds, alternative financing instruments, and mortgage securitization; analysis emphasizing cash flow projections, yield and risk for residential and commercial real estate; pricing of mortgage securities.",239,REAL ESTATE AND URBAN LAND ECONOMICS
REAL EST,415,Valuation of Real Estate,"Techniques of real estate valuation. Market analysis, legal and political analysis, and highest and best use analysis; in-depth exposure to the three approaches to valuation; market comparison, income, and cost; the role of valuation in real estate investment; government regulation of appraisers.",239,REAL ESTATE AND URBAN LAND ECONOMICS
REAL EST,420,Urban and Regional Economics,"Nature and structure of urban economies; location of economic activity; economic analysis in an urban framework; principles of urban economic development, housing, transportation, poverty and unemployment and municipal finance. Forecasting of economic activity using census and socioeconomic data.",239,REAL ESTATE AND URBAN LAND ECONOMICS
REAL EST,430,International Real Estate,"Analysis of international real estate and related transaction issues, especially in foreign countries which are visited as part of the course; survey of land use patterns and regulations, ownership rights, types of leases, transfer procedures, mortgage system, tax matters, currency risks, and geographical diversification issues.  ",239,REAL ESTATE & URBAN LAND ECON
REAL EST,520,Community Economic Analysis,"Economic theory (location and growth) applicable to community economic development; the role of private and public sector in local ecomonic development, and techniques for ecomonic analysis of community.",239,REAL ESTATE AND URBAN LAND ECONOMICS
REAL EST,611,Residential Property Development,"A capstone course. In-depth exposure to the world of the residential builder/developer/subdivider and the necessary tools of analysis--market analysis, zoning/environmental and other entitlements, site planning and design, infrastructure/construction cost analysis, financing, feasibility analysis, deal structuring, renovation/rehabilitation, special needs housing.",239,REAL ESTATE AND URBAN LAND ECONOMICS
REAL EST,641,Housing Economics and Policy,"The economic principles underlying the dynamics of the housing market; filtering, neighborhood decline and abandonment gentrification, tenure choice, mortgage choice, prepayment, mobility, mortgage default, submarket identification, racial discrimination and segregation. Examination of governmental programs affecting the housing market and their objectives and impacts; public and subsidized housing, zoning and land use regulation, rent and price controls, property and income tax policy.  ",239,REAL ESTATE & URBAN LAND ECON
REAL EST,651,Green - Sustainable Development,"Intended for students who have an interest in Green and Sustainable aspects of housing and commercial property development and operation, the re-use and/or rehabilitation of existing structures, redevelopment of historic buildings into housing or commercial space and related special topics such as financing sources, tax issues, financial structuring, legal issues and energy cost management.",239,REAL ESTATE AND URBAN LAND ECONOMICS
REAL EST,661,Real Estate Investment Analysis and Presentation,"This course provides a real world capstone experience of the real estate investment process from project conception to asset disposition with particular focus on analysis and presentation. Students will be exposed to best known methods and practices that private equity and development firms use to conduct market research, project selection, financial feasibility, regulatory review, design considerations, construction management, debt financing, equity placements, equity waterfalls, property management, asset management and disposition. The course uses several learning methods, including lectures with significant student participation, weekly online quizzes to ensure learning of quantitative concepts and presentation to industry professionals.. At the conclusion of the course students will have developed an interdisciplinary understanding of the many facets of the acquisition and development process in the U.S. and have an insightful understanding of the risks and rewards along each step of the process.",239,REAL ESTATE AND URBAN LAND ECONOMICS
REAL EST,706,The Real Estate Process,"Institutional background of real property; economics of urbanization, supply and demand; building industry, real estate credit, cyclical fluctuation, rents and prices, real estate market analysis; city growth, structure and planning, land use control, urban redevelopment and real estate investment analysis.",239,REAL ESTATE AND URBAN LAND ECONOMICS
REAL EST,710,Real Estate Finance,Evaluating the role of financing and leverage in real estate investment analysis; identifying alternative types of financing; valuation of financial structure; sources of equity financing for real estate; mortgage securitization and the operaion of secondary mortgage markets.,239,REAL ESTATE AND URBAN LAND ECONOMICS
REAL EST,712,Real Estate Law,"Advanced principles of real estate law related to ownership rights, negotiations, brokering, transfers, condominium law, financing, income tax law, real estate property taxation, bankruptcy law, construction and development contracts, and residential and commercial leases, and an overview of international legal systems.",239,REAL ESTATE AND URBAN LAND ECONOMICS
REAL EST,715,Techniques of Real Estate Valuation,"Topics include highest and best use and most probable use analysis, statistical methods for developing adjustment factors and comparable selection for the market comparison approach, discounted cash flow analysis and income capitalization, and cost approach methods. Issues in appraisal ethics and federal requirements for appraisal practice.",239,REAL ESTATE AND URBAN LAND ECONOMICS
REAL EST,720,Urban Economics,"Analysis of spatial relationships in the urban economy, including urban land, labor and housing markets; urban transport; city governance and finance; and regional models. Historical and applied focus. Interdisciplinary apporach emphasizing economics, geography, and planning.",239,REAL ESTATE AND URBAN LAND ECONOMICS
REAL EST,740,Real Estate Equity Investment,"Fitting investment strategy to context of physical property, leverage, form of ownership, income tax and management alternatives. Emphasis is on analysis of limited partnerships, trusts, corporate real estate enterprises, and securitization to fund real estate.",239,REAL ESTATE AND URBAN LAND ECONOMICS
REAL EST,750,Commercial Property Development,"A capstone course. Creating industrial real estate, office space, shopping centers, and hotel/recreation facilities, including strategy, market and feasibility analysis, site planning/design, capital cost analysis, construction and financial structuring. Emphasis on case studies and project analysis.",239,REAL ESTATE AND URBAN LAND ECONOMICS
REAL EST,765,Contemporary Topics,None provided.,239,REAL ESTATE AND URBAN LAND ECONOMICS
REAL EST,770,Commercial Real Estate Finance,"This is a capstone course focused on advanced topics in commercial real estate finance. The course is broken into three parts: 1) Financial Derivatives, 2) Risk Management, and 3) Structured Finance. Lectures will address relevant topic areas and develop methodological skills. Industry professionals will appear later in the course to provide real world markets perspective. Assignments and case studies will be used to reinforce learning of material presented in class.  ",239,REAL ESTATE & URBAN LAND ECON
REAL EST,799,Reading and Research-Urban Land Economics,Individual work suited to the needs of graduate students may be arranged both during regular sessions and the intersession periods.,239,REAL ESTATE AND URBAN LAND ECONOMICS
RELIG ST,101,Religion in Global Perspective,Foundational and thematic approaches in the academic study of religion applied across global religious systems.,856,RELIGIOUS STUDIES
RELIG ST,102,Exploring Religion in Sickness and Health,"An introduction to the study of religion through the lens of health and health through the lens of religion employing approaches from the humanities and social sciences in conversation with health-related disciplines. It asks questions such as, How do religious peoples understand and live in sickness and health? How do people connect physical well-being to spiritual well-being? Medicine to meaning-making? How does looking at religion in sickness and health provide insight into its roles in a variety of cultures and contexts, globally and locally? How do health and religion connect particularly in situations of social marginalization and immigration? How does religion impact understandings of health and sickness beyond the borders of specific religious communities?",856,RELIGIOUS STUDIES
RELIG ST,103,Exploring Religion and Sexuality,"An introductory examination of 'what religion is' via investigation of how religious traditions imagine, interrogate, and regulate sexuality using several approaches in the discipline of religious studies. It focuses, although not exclusively, on the religions of the Ancient Mediterranean (Greeks, Romans, Rabbinic Jews, and early Christians) and also considers the(re)construction of ideas and practices over time and contexts.",856,RELIGIOUS STUDIES
RELIG ST,112,The World of Late Antiquity (200-900 C.E.),"History of the Mediterranean World from the late Roman Empire to the development of distinct European, Byzantine and Islamic civilizations (ca. 200-900 CE). Special attention will be paid to the rise and development of Christianity and Islam.",856,RELIGIOUS STUDIES
RELIG ST,173,Consuming Happiness,"As the saying goes, money can't buy happiness -- but in modern America, we certainly try. This course will provide an overview of the study of happiness and well-being, examine how consumers engage in consumption in pursuit of happiness, as well as explore the emergence of the experience economy, and the intersection of money and well-being. Students will read academic and popular pieces on positive psychology, prosocial spending and explore the psychology of persuasion in the promises associated with this industry. In addition to integrating visual media, students will have the opportunity to experience first-hand whether the advice works in their own lives.",856,RELIGIOUS STUDIES
RELIG ST,200,Introductory Topics in Religious Studies (Humanities),Topics in religious studies in the humanities at an introductory level.,856,RELIGIOUS STUDIES
RELIG ST,205,"The Making of the Islamic World: The Middle East, 500-1500",Development of society and culture in the Middle East and North Africa from the emergence of Islam (7th century) to early modern times.,856,RELIGIOUS STUDIES
RELIG ST,206,Introduction to the Qur'an,"An introduction to the Qur'an, the sacred scripture of the Islamic religious tradition, focused on Muslim approaches to reading the text, its themes and history, and its use as a source of law, theology, aesthetics, politics, and practices of piety.  ",856,RELIGIOUS STUDIES
RELIG ST,208,Western Intellectual and Religious History to 1500,"Survey of key themes in Western intellectual history and religious thought from ancient Greece through the Renaissance, focusing on relationships among classical, Jewish, and Christian traditions.  ",856,RELIGIOUS STUDIES
RELIG ST,209,Western Intellectual and Religious History since 1500,"A survey of major trends in Western intellectual history and religious thought in the modern era, a period that saw a new range of competing ideas about the divine, the human condition, justice and the social order, and the quest for meaning. The course explores shifts in Christian and Jewish thought as well as secular alternatives to religious outlooks. Topics include the impact of the Reformation, Scientific Revolution, and Enlightenment; radical critiques of religion; existentialism; theological responses to World Wars and the Holocaust; and civil rights and social justice. Sources include films, novels, autobiographies, essays, theological works, and political manifestos.  ",856,RELIGIOUS STUDIES
RELIG ST,211,Introduction to Judaism,"General introduction to Judaism covering the biblical, classical rabbinic, medieval, and modern periods.",856,RELIGIOUS STUDIES
RELIG ST,212,The History of Western Christianity to 1750,"A survey of Christianity from being a small, persecuted sect in the Roman Empire to becoming the dominant religion of western Europe, penetrating into the lives of Europeans, fissuring into multiple churches, and spreading across the globe. Attention is given to doctrine, ritual, worship, architecture, images, and music.",856,RELIGIOUS STUDIES
RELIG ST,227,Introduction to Biblical Literature (in English),"Introduction to the literature and literary history of the Old Testament, Apocrypha, Dead Sea Scrolls, Talmud, and Midrashim.",856,RELIGIOUS STUDIES
RELIG ST,230,"Judaism, Christianity, and Islam: Braided Histories","An examination of the braided histories of Judaism, Christianity and Islam from 2000 BCE to 2000 CE, emphasizing their theological, cultural, and political relationships.  ",856,RELIGIOUS STUDIES
RELIG ST,234,Genres of Western Religious Writing,"Writing intensive course based on the conventions in which Western writers have expressed religious ideas. Readings from Jewish, Christian, and other spiritualities.",856,RELIGIOUS STUDIES
RELIG ST,235,Genres of Asian Religious Writing,Writing intensive course based on the conventions in which Asian writers have expressed religious ideas. Readings introduce major Asian religious traditions and expressive genres.,856,RELIGIOUS STUDIES
RELIG ST,253,Literature in Translation: Dante's Divine Comedy,None provided.,856,RELIGIOUS STUDIES
RELIG ST,261,Introduction to the Philosophy of Religion,"Doctrines and arguments of Western and Eastern religious and philosphical traditions: deity, human nature, immortality, resurrection, religious experience, faith, reason, good, evil, etc.",856,RELIGIOUS STUDIES
RELIG ST,267,Asian Religions in Global Perspective,"Comparative and thematic introduction to diverse Asian religious traditions, ideas and communities, and their relevance to human societies of the past and present..",856,RELIGIOUS STUDIES
RELIG ST,270,Environment and Religion,"What are sources on which members of religious communities draw in order to understand and address environmental change? This course explores how religious persons and communities confront global environmental questions and challenges today, with case studies drawn from culturally and religiously plural societies such as India and Indonesia. Introducing diverse varieties of Christianity, Islam, and Hindu and Buddhist systems, course gives overview of some approaches in the environmental humanities related to philosophy, history, sociology and anthropology, and ethics. Fulfills requirement for Environmental Studies and Religious Studies degree programs.",856,RELIGIOUS STUDIES
RELIG ST,271,Religion in History and Culture: The West,"An interdepartmental, multidisciplinary survey of the major religious traditions of prehistory; the ancient near east; the ancient Mediterranean; biblical, post-biblical and contemporary Judaism; Christianity; Islam; and selected topics for comparative-historical study.",856,RELIGIOUS STUDIES
RELIG ST,274,Religion in South Asia,"Introductory survey of Hinduism, Buddhism, Islam, Sikhism, etc., and an examination of the cultural, historical, ritual, and philosophical foundations of South Asian religion.",856,RELIGIOUS STUDIES
RELIG ST,278,Food in Rabbinic Judaism,"Rabbinic literature frames the fundamental attitudes for how Judaism relates to food. Students will examine the history of food in rabbinic Judaism. In addition, theories from the field of food studies will be applied to rabbinic texts.  ",856,RELIGIOUS STUDIES
RELIG ST,305,"Women, Gender and Religion","Explores themes significant to the impact of religion on women and women on religion, historically and today, across a diverse range of contexts.",856,RELIGIOUS STUDIES
RELIG ST,308,Introduction to Buddhism,"The basic thought, practices and history of Buddhism, including selflessness and relativity, practices of meditation, merit-making and compassion from both local and translocal perspectives. Includes a discussion of Buddhism as a contemporary, North American religion.",856,RELIGIOUS STUDIES
RELIG ST,309,The Crusades: Christianity and Islam,"An examination of the Crusades from both Christian and Islamic perspectives; the historical, social, and religious context and significance of the Crusades for both Christians and Muslims.",856,RELIGIOUS STUDIES
RELIG ST,311,Sects and Cults,"An introduction to new religious movements in the U.S. frequently referred to as 'sects,' 'cults,' and 'fringe religions.'",856,RELIGIOUS STUDIES
RELIG ST,312,The Medieval Church,The course covers the formation and development of exxlesiastical institutions and religious life in Western Europe from the fourth century to the Protestant Reformation.,856,RELIGIOUS STUDIES
RELIG ST,325,Eastern Christianity/Russian Orthodoxy in a Global Context,"The course will focus on the history and doctrine of Eastern Christianity from its origins in the early Church through today, with special emphasis placed on the cultural manifestations of Orthodox doctrine, including liturgy, iconography, ritual practice.",856,RELIGIOUS STUDIES
RELIG ST,327,Christianity and the Almighty Dollar,"Examines the relationships of Christian beliefs, ethics, spaces and practices to money, marketplace, wealth and poverty, consumption and business culture. It examines how Christians in a variety of situations and in a variety of ways shape and are shaped by capitalism and other economic forms. It focuses primarily on modern (19th-century) American contexts up to today. Global contexts and interactions with American religious cultures and well as earlier historical factors, however, figure prominently as well.",856,RELIGIOUS STUDIES
RELIG ST,332,Prophets of the Bible,"An introduction to the thought, literature, and history of the prophets of ancient Israel (in English).  ",856,RELIGIOUS STUDIES
RELIG ST,333,Early Christian Literature: Matthew-Revelation,"An exploration of Christianity's charter documents in the light of what modern scholarship has discovered about the New Testament's sociohistorical context, composition, theologies, and presentations of Jesus.",856,RELIGIOUS STUDIES
RELIG ST,335,King David in History and Tradition,"An exploration of the literary and historical aspects of the text of 1-2 Samuel + 1 Kings 1-2; the history and archaeology of Jerusalem during the tenth century B.C.E.; and the varieties of ways in which the figure of King David has been received in subsequent religious and secular literature, visual art, music, television, and cinema.",856,RELIGIOUS STUDIES
RELIG ST,342,In Translation: Mythology of Scandinavia,None provided.,856,RELIGIOUS STUDIES
RELIG ST,343,Anthropology of Religion,Anthropological approaches. Illustrated by critical considerations of outstanding contributions. Selected religious systems; areal and topical comparative studies; religion as an ethnographic problem.,856,RELIGIOUS STUDIES
RELIG ST,346,Jewish Literature of the Greco-Roman Period,"Jewish literature from 350 BCE to 150 CE. The Greek and Hebrew sources include stories, religious poetry, wisdom books and apocalyptic texts. Readings (in translation) from the Apocrypha, Pseudepigrapha, and the Dead Sea Scrolls in their historical, cultural and literary setting.  ",856,RELIGIOUS STUDIES
RELIG ST,350,Introduction to Taoism,"A study of the writings attributed to Lao-tzu and Chuang-tzu and their concepts, and the history and various aspects of religious Taoism. Consideration is given to Taoist influences on literature. Undergraduate majors register for 4 cr; non-majors and graduate majors register for 3 cr.",856,RELIGIOUS STUDIES
RELIG ST,352,Shamanism,"Survey of shamanism as a religious tradition and sociocultural force in Siberian, Asian, and Native American societies. Exploration of shamanic rituals, roles, cosmology. Cultural and political uses of shamanism in traditional and modern contexts.",856,RELIGIOUS STUDIES
RELIG ST,355,Hinduism,"An historical survey of Hindu scriptures, rituals, philosophies, and ethics from the ancient to the contemporary world. Concepts such as karma, yoga, and reincarnation will be put in the broader contexts of Hindu theism, worship, and law.  ",856,RELIGIOUS STUDIES
RELIG ST,356,"Islam, Science & Technology, and the Environment","Survey of Muslim religious understandings of science, technology, nature and environment. Lectures and readings present a global perspective through case studies, covering sources such as the Qur'an, theology and law, and traditions of esoteric piety (mysticism), and historical and contemporary issues like medical ethics, virtual realities, and environmental change, challenge and crisis.",856,RELIGIOUS STUDIES
RELIG ST,359,Myth,"The relationship between myth and tale, history, culture. Myth research; methodological approaches; world mythologies; myth and modern times.",856,RELIGIOUS STUDIES
RELIG ST,360,The Anglo-Saxons,"Life and literature during the Old English period (c450-c1100). Primary emphasis on the vernacular and Latin writings of the Anglo-Saxons themselves. Extensive historical and archaeological background; attention to the development and character of monasticism, to the production of manuscripts, etc. All reading in translation. Students who have taken English 360 prior to fall 2014 may not enroll in the course.",856,RELIGIOUS STUDIES
RELIG ST,361,Early Christian Literature: Pauline Christianity,"By conventional reckoning, Paul was a major contributor to the development of Christianity. This course analyzes both Paul's and other contemporary writings to assess the extent to which he contributed to the development of the early church.",856,RELIGIOUS STUDIES
RELIG ST,363,Introduction to Confucianism,"The development of Confucianism in pre-Buddhist China emphasizing interactions with competing viewpoints. Particular attention to issues of morality and human nature, stressing the roots of Confucianism in more general theories of value. All readings in translation.",856,RELIGIOUS STUDIES
RELIG ST,364,Introduction to Buddhism,"The basic thought, practices and history of Buddhism, including selflessness and relativity, practices of meditation, merit-making and compassion from both local and translocal perspectives. Includes a discussion of Buddhism as a contemporary, North American religion.  ",856,RELIGIOUS STUDIES
RELIG ST,370,Islam: Religion and Culture,The emergence and development of Islam; schism; theology; asceticism; speculative and popular mysticism; literatures in diverse Islamic languages.,856,RELIGIOUS STUDIES
RELIG ST,373,Great Cities of Islam,"This course offers a comparative study of the foundation and development of five great cities in the history of Islam: Cairo, Istanbul, Delhi, Mecca, and Isfahan. Architectural projects, ornamental idioms, and changes to the urban plan are studied from aesthetic and cultural perspectives. Integrating historical and religious studies, this course highlights the shifting nature of Islamic culture, from the tenth century CE to the present.",856,RELIGIOUS STUDIES
RELIG ST,374,The Rhetoric of Religion,Rhetorical character of religious controversy and sectarian persuasion in Western religion.,856,RELIGIOUS STUDIES
RELIG ST,377,Jewish Cultural History (in English),"Survey of Jewish cultural history from the Biblical to Talmudic and early Muslim periods; and its interaction with other cultures, including Hellenistic, Roman, and Muslim.",856,RELIGIOUS STUDIES
RELIG ST,400,Topics in Religious Studies - Humanities,Topics may include religion in specific societies or regions; religion in the arts; contemporary themes in religion.,856,RELIGIOUS STUDIES
RELIG ST,401,Topics in Religious Studies - Social Studies,Topics in religious studies in the social sciences.	,856,RELIGIOUS STUDIES
RELIG ST,403,Topics in Religious Studies-US Ethnic Studies,Topics in Religious Studies-US Ethnic Studies. Topics in historical or contemporary religious culture and society pertaining to persistently marginalized racial or ethnic groups in the United States.,856,RELIGIOUS STUDIES
RELIG ST,404,African American Religions,"Explores the varieties of African American religious expressions from the colonial era to the present with emphasis on racism and resistance, marginalization and resilience, creative expression and the continued influence of Africa and the Caribbean.",856,RELIGIOUS STUDIES
RELIG ST,421,A Survey of Tibetan Buddhism,"By studying the distinctively Tibetan forms of Buddhism, we also examine more general issues, such as the relationship between theory and practice, the politics of 'world-makinhg', and the connection between identity and experience.",856,RELIGIOUS STUDIES
RELIG ST,433,Religion and Politics,"Explores the relationships and interactions between religion and politics from a comparative perspective. The course will discuss the appropriate relationship between religion and state. In the first part of the course students will investigate the implications of the various ways in which the religion-state relationship have been involved in political conflict. Building on this, the course will then turn to several of the current issues in religion and politics asking: Why is religion apparently more important than ever despite an increasingly secular world? What is religious nationalism? What is fundamentalism? How can we explain the similarities and differences between religious fundamentalist movements across the globe? How should democratic states cope with the emergence of fundamentalist movements? In order to begin answering these questions, the course will integrate the theoretical frameworks we develop with explorations of the historical and local context of relevant case-studies from around the world.",856,RELIGIOUS STUDIES
RELIG ST,434,Milton,Major poems and selected prose.,856,RELIGIOUS STUDIES
RELIG ST,435,Jewish Philosophy from Antiquity to the Seventeenth Century,A survey of major philosophers and philosophical currents within Judaism from antiquity through the seventeenth century.,856,RELIGIOUS STUDIES
RELIG ST,437,Western Christianity from Augustine to Darwin,"A survey of Christianity from the fourth century through the nineteenth. Explores the culture of Christianity--architecture, literature, images, and mosic--in orner to understand how Christianity has become a world religion.",856,RELIGIOUS STUDIES
RELIG ST,439,Islamic History From the Origin of Islam to the Ottoman Empire,"Political action and organization in medieval Islam (ca 600-1500), with focus on selected states.",856,RELIGIOUS STUDIES
RELIG ST,440,Francis of Assisi: Literature and the Arts," Francis of Assisi: Literature and the Arts.  Focus on accounts of St. Francis's life as written by medieval authors (e.g., Bonaventure of Bagnoregio, Thomas of Celano, the Franciscan Brother Leo) as well as works written by Francis himself.  Examination of the relevance of Francis's teachings to contemporary reflections regarding relationships with the Other, the environment and animals. Discussion of issues related to religion, politics, bio-politics and environmental studies.  ",856,RELIGIOUS STUDIES
RELIG ST,444,Introduction to Sufism (Islamic Mysticism),"The rise and development of mysticism in Islam; basic Sufi doctrines, values and practices; life and works of important speculative and popular Sufi saints; Sufi brotherhoods in the Middle East, South Asia and North Africa.  ",856,RELIGIOUS STUDIES
RELIG ST,466,Buddhist Thought,"Survey of the fundamental trends in Buddhist thought through the works of major philosophers. Themes include the concept of 'selflessness' and concomitant theories of essencelessness, perception, language and rationality. Previous study of Buddhism or philosophy is strongly recommended.",856,RELIGIOUS STUDIES
RELIG ST,500,Advanced Topics in Religious Studies,"Topics may include religion in specific contexts, religion and other disciplines or specific themes in Religious Studies.",856,RELIGIOUS STUDIES
RELIG ST,501,Philosophy of Religion,"Analysis of religious experience and activity, and examination of principal religious ideas in light of modern psychology, philosophy, science, and anthropology.",856,RELIGIOUS STUDIES
RELIG ST,512,The Enlightenment and Its Critics,"European intellectual history in the 17th and 18th centuries, from the Wars of Religion to the French Revolution. The course examines the rise of Enlightenment thought in relation to political and religious conflict, revolutions in science and philosophy, and the emergence of the public sphere. Special attention is devoted to the Enlightenment's relationship to religion and to critiques made of Enlightenment thinking, including by early Romanticism.",856,RELIGIOUS STUDIES
RELIG ST,516,Religion and Public Education,"Examines theories and practices related to the role of religion in public schooling and its accompanying tensions: political and philosophical, practical and personal.  ",856,RELIGIOUS STUDIES
RELIG ST,517,Religions of the Ancient Mediterranean,"Ancient religions in their political, social and cultural contexts; topics include ritual, literary and artistic representations, religious persecutions, and/or modern approaches to the study of ancient religions. Chronological and geographical focus will vary between Greece, Rome, Judaea and Egypt.",856,RELIGIOUS STUDIES
RELIG ST,547,"Religion, Colonialism & Modernity in Southeast Asia","Examines changes in Southeast Asian religions (Buddhism, Confucianism, Islam) and experiences of modernity during the colonial period. Focus on religious and literary expressions from Thailand, Cambodia, Vietnam and Indonesia.",856,RELIGIOUS STUDIES
RELIG ST,600,Religion in Critical Perspective,"Readings in the analysis of religion as a human phenomenon from various perspectives, such as: skeptical and sympathetic views toward religion; theories of religion's origins and functions; and examinations of religious awe. Should be taken junior year. Seminar format.",856,RELIGIOUS STUDIES
RELIG ST,601,Senior Capstone Research and Colloquium,"Integrated capstone course combining discussion of research methods, conduct of senior thesis research, and presentation and discussion of research results. Only for students in religious studies. This course takes the place of 695 + 697.",856,RELIGIOUS STUDIES
RELIG ST,614,Social Structures of Muslim Societies,"Analysis of legal, religious, familial, educational, and political institutions in Muslim societies, with special attention to the interaction between these institutions and contemporary social and economic processes.",856,RELIGIOUS STUDIES
RELIG ST,618,Political Islam,Examines the political origins of contemporary Islamist movements and their impact upon Middle Eastern politics.,856,RELIGIOUS STUDIES
RELIG ST,623,Yoga: Methods and Goals,"Explores Yoga techniques propagated in the ancient Indian texts, as well as their adaptions in the Western world.",856,RELIGIOUS STUDIES
RELIG ST,624,Meditation in Indian Buddhism and Hinduism,"Examines contemplative practices in the two major Indian religions, Buddhism and Hinduism. Covers practices described in ancient texts but also provides an overview of selected modern practices.",856,RELIGIOUS STUDIES
RELIG ST,634,Social Structure of India,"Analysis of the major institutions of India with special attention to the relationship between Hindu community organization, caste and the family; the effects of political developments, population growth, industrialization, and urbanization.",856,RELIGIOUS STUDIES
RELIG ST,650,Proseminar in Buddhist Thought,Advanced topics in Buddhist thought.,856,RELIGIOUS STUDIES
RELIG ST,681,Senior Honors Thesis,Independent research undertaken by students in the honors program.,856,RELIGIOUS STUDIES
RELIG ST,682,Senior Honors Thesis,Independent research undertaken by students in the honors program.,856,RELIGIOUS STUDIES
RELIG ST,691,Senior Thesis,None provided.,856,RELIGIOUS STUDIES
RELIG ST,692,Senior Thesis,None provided.,856,RELIGIOUS STUDIES
RELIG ST,697,Independent Research for Majors,Original research project supervised by individual faculty; only for students majoring in religious studies. Topics depend upon students' interest and faculty members' expertise. Students must register concurrently in Religious Studies 695.,856,RELIGIOUS STUDIES
RELIG ST,699,Directed Study,None provided.,856,RELIGIOUS STUDIES
RELIG ST,799,Independent Research,Independent research for graduate students.,856,RELIGIOUS STUDIES
RELIG ST,963,American Religious History to 1860,The creation of a national religious culture from the earliest settlements to the mid-nineteenth century.,856,RELIGIOUS STUDIES
RELIG ST,999,Independent Work,Individual tutorial on topics in religious studies.,856,RELIGIOUS STUDIES
RHAB MED,699,Independent Study,None provided.,840,REHABILITATION MEDICINE
RHAB MED,919,Individualized Fourth Year Clinical Clerkship,Individually arranged fourth year clinical clerkships. (Student must have Fourth Year Committee approval to count for fourth year credit.),840,REHABILITATION MEDICINE
RHAB MED,920,Rehabilitation Medicine Clerkship-CSC,None provided.,840,REHABILITATION MEDICINE
